day,solar_rad,airTemp,skyTemp,groundTemp
1,0,-3.9,-21.8489,0.6
1.0625,0,-9.8,-21.8489,3
1.125,0,-9.9,-21.8489,3
1.1875,0,-11,-21.8489,3
1.25,0,-10.9,-21.8489,3
1.3125,0,-11.4,-21.8489,3
1.375,17.41,-11.3,-21.8489,3
1.4375,144.64,-9.8,-21.8489,3
1.5,179.46,-8.8,-21.8489,3
1.5625,295.54,-7.9,-21.8489,3.1
1.625,150.45,-8.9,-21.8489,3.1
1.6875,75.45,-10.8,-21.8489,3.1
1.75,0,-12.3,-21.8489,3.1
1.8125,0,-14.5,-21.8489,3
1.875,0,-15.5,-21.8489,3
1.9375,0,-17.4,-21.8489,3
2,0,-18.4,-21.8489,2.9
2.0625,0,-20.1,-21.8489,3
2.125,0,-20.4,-21.8489,2.9
2.1875,0,-21.9,-21.8489,3
2.25,0,-22.1,-21.8489,2.9
2.3125,0,-22.9,-21.8489,2.9
2.375,18.75,-22.3,-21.8489,3
2.4375,200.89,-19.7,-21.8489,2.9
2.5,313.39,-18.2,-21.8489,2.9
2.5625,320.09,-14.6,-22.1122,2.9
2.625,336.16,-13,-22.1899,2.9
2.6875,52.23,-11.8,-22.2153,3
2.75,0,-12.2,-22.2047,2.9
2.8125,0,-13.3,-22.2339,2.9
2.875,0,-12.9,-22.1651,2.8
2.9375,0,-13,-21.7745,2.9
3,0,-13.1,-21.2848,3.1
3.0625,0,-12.3,-20.6874,3
3.125,0,-11.9,-20.0741,2.9
3.1875,0,-10.3,-19.421,2.8
3.25,0,-10.3,-18.7558,2.9
3.3125,0,-9.5,-18.0585,2.9
3.375,3.13,-8.1,-17.4516,2.9
3.4375,18.3,-6.6,-16.8699,2.9
3.5,21.88,-5.3,-16.2031,2.9
3.5625,21.88,-1,-15.3538,3
3.625,23.66,-0.1,-14.4638,3
3.6875,22.32,-0.1,-13.5585,2.9
3.75,0,0.2,-12.5806,3
3.8125,0,0.5,-11.6351,2.9
3.875,0,0.1,-10.6951,3
3.9375,0,-0.6,-9.78443,2.9
4,0,-0.6,-8.86241,2.9
4.0625,0,0.1,-7.93371,2.9
4.125,0,-0.4,-7.03742,2.9
4.1875,0,-1.7,-6.19596,3
4.25,0,-3.4,-5.63463,2.9
4.3125,0,-5.7,-5.24123,3
4.375,11.61,-6.7,-5.13832,2.9
4.4375,99.11,-7,-5.11481,3
4.5,129.46,-7.4,-5.34623,2.9
4.5625,191.96,-6.4,-5.7134,3
4.625,200.45,-6.4,-6.13081,3
4.6875,59.29,-6.4,-6.60651,2.85
4.75,0,-7.3,-6.92615,2.85
4.8125,0,-7.7,-7.34842,2.86
4.875,0,-8.1,-7.63137,2.88
4.9375,0,-9.1,-7.89269,2.88
5,0,-8.5,-8.21762,2.67
5.0625,0,-9,-8.67869,2.87
5.125,0,-9.1,-9.20325,2.85
5.1875,0,-10.5,-9.8198,2.82
5.25,0,-9.2,-10.4208,2.84
5.3125,0,-9.4,-11.0128,2.85
5.375,8.77,-9.1,-11.6724,2.85
5.4375,111.04,-8,-12.5119,2.85
5.5,142.61,-7.6,-13.3975,2.85
5.5625,170.62,-6.3,-14.2288,2.85
5.625,154.69,-6,-14.9786,2.88
5.6875,59.29,-6.4,-15.6427,2.85
5.75,0,-7.3,-16.0551,2.85
5.8125,0,-7.7,-16.4039,2.86
5.875,0,-8.1,-16.5907,2.88
5.9375,0,-9.1,-16.6844,2.88
6,0,-8.5,-16.6008,2.67
6.0625,0,-9,-16.4428,2.87
6.125,0,-9.1,-16.2732,2.85
6.1875,0,-10.5,-16.1618,2.82
6.25,0,-9.2,-16.1306,2.84
6.3125,0,-9.4,-16.0521,2.85
6.375,8.77,-9.1,-16.0956,2.85
6.4375,111.04,-8,-16.3449,2.85
6.5,142.61,-7.6,-16.6503,2.85
6.5625,170.62,-6.3,-16.9411,2.85
6.625,154.69,-6,-17.1601,2.88
6.6875,59.29,-6.4,-17.2715,2.85
6.75,0,-7.3,-17.3028,2.85
6.8125,0,-7.7,-17.3812,2.86
6.875,0,-8.1,-17.3377,2.88
6.9375,0,-9.1,-17.0885,2.88
7,0,-8.5,-16.7831,2.67
7.0625,0,-9,-16.4923,2.87
7.125,0,-9.1,-16.2732,2.85
7.1875,0,-10.5,-16.1618,2.82
7.25,0,-9.2,-16.1306,2.84
7.3125,0,-9.4,-16.0521,2.85
7.375,8.77,-9.1,-16.0956,2.85
7.4375,111.04,-8,-16.3449,2.85
7.5,142.61,-7.6,-16.6503,2.85
7.5625,170.62,-6.7,-16.9608,2.7
7.625,173.66,-7.3,-17.3263,2.7
7.6875,110.27,-8.2,-17.615,2.7
7.75,0,-9.3,-17.9573,2.7
7.8125,0,-10.9,-18.3108,2.6
7.875,0,-11.3,-18.5913,2.7
7.9375,0,-11.7,-18.6624,2.6
8,0,-11.5,-18.6988,2.5
8.0625,0,-11.9,-18.7963,2.5
8.125,0,-12.1,-18.9427,2.5
8.1875,0,-12.6,-19.1201,2.4
8.25,0,-12.5,-19.4656,2.5
8.3125,0,-12.9,-19.7407,2.4
8.375,10.71,-12.5,-20.0647,2.4
8.4375,143.3,-11.2,-20.385,2.4
8.5,188.39,-10.3,-20.7269,2.4
8.5625,154.91,-8.2,-21.1152,2.4
8.625,103.57,-7.9,-21.3022,2.5
8.6875,17.86,-8.8,-21.1107,2.5
8.75,0,-8.8,-20.9082,2.5
8.8125,0,-8.3,-20.6864,2.4
8.875,0,-7.9,-20.3623,2.5
8.9375,0,-6.4,-19.7297,2.5
9,0,-5.5,-19.0251,2.5
9.0625,0,-3.8,-18.2679,2.5
9.125,0,-2.9,-17.3614,2.5
9.1875,0,-1.4,-16.4274,2.5
9.25,0,-0.1,-15.5077,2.5
9.3125,0,0.7,-14.5764,2.6
9.375,0.89,2.1,-13.6519,2.5
9.4375,22.32,4.2,-12.5544,2.5
9.5,19.2,4.7,-11.4237,2.6
9.5625,25,6.8,-10.2135,2.5
9.625,14.73,8.2,-8.91071,2.6
9.6875,1.79,7.2,-7.61919,2.6
9.75,0,2.5,-6.5786,2.5
9.8125,0,-1,-5.73066,2.8
9.875,0,-2,-4.92517,2.8
9.9375,0,-4.8,-4.37381,2.8
10,0,-5.6,-3.8831,2.8
10.0625,0,-7,-3.60001,2.8
10.125,0,-7.9,-3.60599,2.8
10.1875,0,-8.9,-3.97523,2.8
10.25,0,-9.2,-4.47202,2.8
10.3125,0,-10.2,-5.04739,2.8
10.375,7.14,-10.9,-5.65195,2.8
10.4375,170.98,-10.8,-6.35565,2.9
10.5,325.89,-9.3,-7.09673,2.9
10.5625,377.23,-7.7,-7.9317,2.9
10.625,329.46,-7.2,-8.83812,2.9
10.6875,114.73,-7,-9.77217,2.9
10.75,0,-7.8,-10.7263,2.9
10.8125,0,-8.9,-11.6577,2.9
10.875,0,-9,-12.5821,2.9
10.9375,0,-10.6,-13.6797,3
11,0,-9.4,-14.3835,3
11.0625,0,-8.6,-15.2497,3
11.125,0,-8.6,-16.2754,3
11.1875,0,-8.5,-17.2988,3
11.25,0,-8.5,-18.0984,3
11.3125,0,-9.3,-18.8544,3
11.375,12.05,-9.9,-19.6599,3
11.4375,216.52,-9,-20.2112,3
11.5,133.48,-9.2,-20.702,3
11.5625,209.82,-9.2,-20.9851,3
11.625,283.04,-8.5,-21.1575,3
11.6875,122.77,-9.2,-21.2685,3
11.75,0,-10.4,-21.351,3
11.8125,0,-12.1,-21.351,3
11.875,0,-12.4,-21.351,3
11.9375,0,-12.9,-21.2561,3
12,0,-12,-21.1202,3
12.0625,0,-11.7,-20.7401,2.8
12.125,0,-11.9,-20.3293,2.7
12.1875,0,-11.3,-19.8932,2.7
12.25,0,-10.6,-19.3892,2.7
12.3125,0,-7.9,-18.7356,2.8
12.375,4.91,-5.5,-18.0413,2.9
12.4375,35.71,-3.4,-17.4002,3
12.5,84.38,-2.6,-17.295,3
12.5625,101.34,-0.3,-17.0269,3
12.625,120.98,1,-16.6404,3
12.6875,99.11,2.3,-16.6183,3
12.75,0,1.9,-16.0366,3
12.8125,0,1.2,-15.3369,3
12.875,0,0.9,-14.4197,3
12.9375,0,1.1,-13.4714,3
13,0,1.9,-12.5796,3
13.0625,0,2.6,-11.5458,3
13.125,0,2.5,-10.5162,3
13.1875,0,-10.5,-10.2274,2.82
13.25,0,3.1,-9.18361,3
13.3125,0,3.7,-8.11448,3
13.375,3.13,3.5,-7.05521,3.1
13.4375,46.43,3.3,-6.16888,3
13.5,30.36,1.1,-5.38317,3.1
13.5625,39.29,-4.5,-5.14036,3.1
13.625,48.21,-5.8,-4.99616,3.1
13.6875,20.54,-6.7,-4.8455,3
13.75,0,-7.2,-4.71558,3.1
13.8125,0,-9.7,-4.77767,3.1
13.875,0,-10.8,-4.91327,3.1
13.9375,0,-14.4,-5.1306,3.1
14,0,-15.4,-5.24057,3.1
14.0625,0,-16.5,-5.48841,3.1
14.125,0,-17.1,-5.82531,3.1
14.1875,0,-17.4,-5.72172,3
14.25,0,-17.2,-6.14253,3
14.3125,0,-17.5,-6.65072,2.9
14.375,6.7,-18.2,-7.39148,2.9
14.4375,123.21,-18.4,-8.33977,2.7
14.5,142.86,-18,-9.23156,2.7
14.5625,139.73,-16.2,-10.2654,2.6
14.625,71.88,-16.5,-11.2949,2.7
14.6875,15.18,-16.8,-11.4382,2.7
14.75,0,-16.8,-12.2374,2.7
14.8125,0,-7.7,-13.0314,2.86
14.875,0,-8.1,-13.7667,2.88
14.9375,0,-9.1,-14.4276,2.88
15,0,-0.3,-14.7924,2.89
15.0625,0,-0.2,-14.86,2.92
15.125,0,-0.1,-14.8303,2.92
15.1875,0,-0.3,-14.7897,2.92
15.25,0,-0.3,-14.7949,2.89
15.3125,0,-0.6,-14.7128,2.89
15.375,10.22,-0.5,-14.6546,2.81
15.4375,114.93,-0.1,-14.3996,2.83
15.5,152.78,0.6,-14.0397,2.86
15.5625,135.47,0.8,-13.5491,2.89
15.625,123.86,1.3,-12.9878,2.91
15.6875,45.36,0.8,-12.5648,2.91
15.75,0,0.3,-12.114,2.9
15.8125,0,-0.7,-11.6861,2.91
15.875,0,-0.9,-11.2096,2.92
15.9375,0,-1.3,-10.6189,2.91
16,0,-0.3,-10.0621,2.89
16.0625,0,-0.2,-9.50687,2.92
16.125,0,-0.1,-8.92212,2.92
16.1875,0,-0.3,-8.44013,2.92
16.25,0,-0.3,-8.05619,2.89
16.3125,0,-0.6,-7.65761,2.89
16.375,10.22,-0.5,-7.36469,2.81
16.4375,114.93,-0.1,-7.00631,2.83
16.5,152.78,0.6,-6.78116,2.86
16.5625,135.47,0.8,-6.48148,2.89
16.625,123.86,1.3,-6.17816,2.91
16.6875,45.36,0.8,-5.98886,2.91
16.75,0,0.3,-5.76489,2.9
16.8125,0,-0.7,-5.72715,2.91
16.875,0,-0.9,-5.69107,2.92
16.9375,0,-1.3,-5.77909,2.91
17,0,-0.3,-6.00423,2.89
17.0625,0,-0.2,-6.30391,2.92
17.125,0,-0.1,-6.60723,2.92
17.1875,0,-0.3,-6.79654,2.92
17.25,0,-0.3,-7.0205,2.89
17.3125,0,-0.6,-7.05825,2.89
17.375,10.22,-0.5,-7.09432,2.81
17.4375,114.93,-0.1,-7.00631,2.83
17.5,152.78,0.6,-6.78116,2.86
17.5625,135.47,0.8,-6.48148,2.89
17.625,123.86,1.3,-6.17816,2.91
17.6875,45.36,0.8,-5.98886,2.91
17.75,0,0.3,-5.76489,2.9
17.8125,0,-0.7,-5.72715,2.91
17.875,0,-0.9,-5.69107,2.92
17.9375,0,-1.3,-5.77909,2.91
18,0,-0.3,-6.00423,2.89
18.0625,0,-0.2,-6.30391,2.92
18.125,0,-0.1,-6.60723,2.92
18.1875,0,-0.3,-6.79654,2.92
18.25,0,-0.3,-7.0205,2.89
18.3125,0,-0.6,-7.05825,2.89
18.375,10.22,-0.5,-7.09432,2.81
18.4375,114.93,-0.1,-7.00631,2.83
18.5,152.78,0.6,-6.78116,2.86
18.5625,135.47,0.8,-6.48148,2.89
18.625,123.86,1.3,-6.17816,2.91
18.6875,45.36,0.8,-5.98886,2.91
18.75,0,0.3,-5.76489,2.9
18.8125,0,-0.7,-5.72715,2.91
18.875,0,-0.9,-5.69107,2.92
18.9375,0,-1.3,-5.77909,2.91
19,0,-0.3,-6.00423,2.89
19.0625,0,-0.2,-6.30391,2.92
19.125,0,-0.1,-6.60723,2.92
19.1875,0,-0.3,-6.79654,2.92
19.25,0,-0.3,-7.0205,2.89
19.3125,0,-0.6,-7.05825,2.89
19.375,10.22,-0.5,-7.09432,2.81
19.4375,114.93,-0.1,-7.00631,2.83
19.5,152.78,0.6,-6.78116,2.86
19.5625,135.47,0.8,-6.48148,2.89
19.625,86.16,3.8,-6.12771,2.9
19.6875,51.79,-0.1,-6.17648,3
19.75,0,-0.4,-6.3314,2.8
19.8125,0,-0.5,-6.70654,3
19.875,0,-0.6,-7.25188,2.9
19.9375,0,-1,-7.82304,2.8
20,0,-1,-8.46921,2.8
20.0625,0,-1,-8.93069,2.9
20.125,0,-1.3,-9.65632,2.9
20.1875,0,-1.7,-9.8461,3.1
20.25,0,-1.9,-10.3885,2.9
20.3125,0,-1.6,-10.4077,2.9
20.375,6.25,-1.5,-10.3551,2.9
20.4375,114.29,-0.8,-10.2822,2.9
20.5,195.09,0.1,-10.1088,2.9
20.5625,224.55,0.5,-10.1674,2.9
20.625,324.55,1.2,-10.0622,2.9
20.6875,123.66,1.2,-10.2635,2.9
20.75,0,0.5,-10.4013,2.9
20.8125,0,-1.4,-11.0025,2.9
20.875,0,-2.3,-11.6193,3
20.9375,0,-2.9,-12.2752,3
21,0,-2.4,-12.951,3
21.0625,0,-2.2,-13.5645,3
21.125,0,-2.1,-14.2025,3
21.1875,0,-2.4,-14.5771,3
21.25,0,-2,-14.8132,3
21.3125,0,-3.7,-14.9168,3
21.375,19.2,-1.9,-14.8594,3
21.4375,202.68,-1.3,-14.5969,3
21.5,216.07,1.4,-14.1129,3
21.5625,172.32,3.5,-13.6398,3
21.625,128.57,3.2,-12.9174,3
21.6875,54.46,3.5,-12.6451,3
21.75,0,3.3,-11.9693,3
21.8125,0,2.5,-11.7211,3
21.875,0,2.3,-11.4388,3
21.9375,0,0.5,-11.1682,3
22,0,0.3,-10.95,3
22.0625,0,0.5,-10.5011,3
22.125,0,0.7,-10.2372,3
22.1875,0,0.4,-9.71072,3
22.25,0,0.7,-9.23644,3
22.3125,0,0.7,-8.42301,3
22.375,5.36,0.7,-7.4619,3
22.4375,63.84,0.9,-6.54315,3
22.5,94.64,1.3,-5.68853,3
22.5625,76.79,1.7,-4.98762,3
22.625,79.02,1.8,-4.33284,3
22.6875,12.95,1.5,-3.58236,3
22.75,0,1.4,-2.82555,3
22.8125,0,0.8,-2.05109,3
22.875,0,0.9,-1.20651,3.1
22.9375,0,0.9,-0.603034,3
23,0,1.1,-0.252078,3
23.0625,0,1.1,-0.147859,3
23.125,0,0.9,-0.0703523,3
23.1875,0,0.6,-0.0199088,2.9
23.25,0,0.5,-0.0603609,3
23.3125,0,0.5,-0.0552373,2.9
23.375,2.23,0.5,-0.111504,2.9
23.4375,25.45,0.9,-0.0997044,2.9
23.5,30.36,1,-0.0968188,2.9
23.5625,49.55,0.8,-0.101651,2.9
23.625,50,0.8,-0.108692,3
23.6875,27.23,0.7,-0.0986966,2.9
23.75,0,0.8,-0.0389395,2.9
23.8125,0,0.6,0.0361437,2.9
23.875,0,0.9,0.0485628,2.9
23.9375,0,3.4,0.196087,3
24,0,5.4,0.408027,3
24.0625,0,8.4,0.784262,3
24.125,0,10.4,1.25066,2.9
24.1875,0,12.9,1.83086,2.9
24.25,0,13.7,2.40412,2.7
24.3125,0,13.8,3.00666,2.7
24.375,1.79,14,3.61527,2.5
24.4375,22.32,12.8,4.17893,2.6
24.5,29.46,12.3,4.7137,2.6
24.5625,27.68,9.8,5.09261,2.5
24.625,34.82,9.6,5.4803,2.6
24.6875,12.05,9.1,5.84716,2.6
24.75,2.23,6.4,6.12423,2.6
24.8125,0,2.4,6.2261,2.6
24.875,0,1.7,6.1315,2.7
24.9375,0,0.7,5.82293,2.7
25,0,0.5,5.34977,2.5
25.0625,0,0,4.54054,2.7
25.125,0,-0.4,4.10558,2.8
25.1875,0,-0.7,3.55082,2.7
25.25,0,-0.8,3.22929,2.7
25.3125,0,-0.8,2.63199,2.7
25.375,8.93,-1,2.16861,2.7
25.4375,96.43,-0.5,1.65662,2.6
25.5,92.86,-0.5,1.17819,2.8
25.5625,94.2,-0.3,0.618402,2.8
25.625,75,-0.2,-0.014172,2.8
25.6875,40.18,0,-0.764982,2.8
25.75,10.71,-0.1,-1.59496,2.9
25.8125,0,-0.8,-2.56087,2.8
25.875,0,-1,-3.71057,2.7
25.9375,0,-2.1,-5.24777,2.7
26,0,-2.8,-6.75327,2.8
26.0625,0,-3.5,-8.10293,2.8
26.125,0,-4,-9.45296,2.8
26.1875,0,-5.4,-10.7695,2.8
26.25,0,-5.9,-11.9921,2.8
26.3125,0,-6.6,-13.0395,2.8
26.375,22.77,-6.9,-13.8766,2.8
26.4375,238.84,-4.6,-14.4896,2.9
26.5,324.11,-3.1,-14.5447,2.9
26.5625,370.54,-0.7,-13.8217,2.9
26.625,123.86,0.9,-13.4628,2.9
26.6875,81.25,-0.1,-13.0801,2.9
26.75,18.3,-0.5,-13.1309,2.9
26.8125,0,-1.1,-12.7924,2.9
26.875,0,-1.3,-12.5494,2.9
26.9375,0,-1.1,-12.4485,2.9
27,0,-1.6,-12.8718,2.9
27.0625,0,-2.5,-13.5868,2.9
27.125,0,-2.9,-14.3385,2.9
27.1875,0,-3.9,-15.0074,2.9
27.25,0,-4.2,-15.6311,2.9
27.3125,0,-4.4,-15.6186,3
27.375,21.88,-4.4,-15.917,2.5
27.4375,227.23,-2.5,-15.6662,2.6
27.5,320.54,-1.5,-15.1871,2.6
27.5625,142.41,-0.6,-14.2246,3
27.625,293.3,0,-13.2809,3
27.6875,28.57,0.4,-12.403,3
27.75,6.7,0.1,-11.5624,3
27.8125,0,-0.4,-10.7005,3
27.875,0,-0.4,-9.87333,3
27.9375,0,-2.1,-9.09654,3
28,0,-2.2,-8.72253,3
28.0625,0,-2.3,-8.76081,3
28.125,0,-2.5,-8.84738,3
28.1875,0,-2.5,-8.83017,3
28.25,0,-2.6,-8.67931,3
28.3125,0,-3.4,-8.61172,3
28.375,3.57,-4.3,-8.62794,3
28.4375,43.3,-5.7,-8.66128,3
28.5,71.88,-6,-8.34453,3
28.5625,61.16,-7.2,-7.88094,3
28.625,43.3,-7.7,-7.40905,3
28.6875,21.43,-8.6,-7.00439,3
28.75,5.36,-8.8,-6.58122,3
28.8125,0,-9.1,-6.6455,3
28.875,0,-9.2,-6.24203,3
28.9375,0,-9.3,-5.95953,3
29,0,-9.3,-5.89281,3
29.0625,0,-9.3,-6.30947,3
29.125,0,-9.4,-6.73675,2.6
29.1875,0,-9.6,-7.09408,2.5
29.25,0,-9.6,-7.43934,2.5
29.3125,0,-9.7,-7.7848,2.5
29.375,10.71,-10.2,-8.15123,2.5
29.4375,129.02,-9.6,-8.91827,2.5
29.5,321.88,-7.6,-9.71528,2.5
29.5625,220.09,-6.3,-10.2038,2.5
29.625,152.23,-5.9,-10.4127,2.6
29.6875,102.23,-5.6,-11.0803,2.9
29.75,27.23,-5.8,-11.8389,3
29.8125,0,-7.3,-12.6087,2.9
29.875,0,-8.4,-13.3456,2.5
29.9375,0,-9.8,-13.6598,2.4
30,0,-10.1,-14.1225,2.5
30.0625,0,-10.5,-14.5663,2.4
30.125,0,-10.9,-15.0756,2.4
30.1875,0,-11.6,-15.5953,2.4
30.25,0,-11.6,-16.1325,2.4
30.3125,0,-11.8,-16.6867,2.3
30.375,30.8,-11.4,-17.2242,2.5
30.4375,273.21,-9.7,-17.7575,2.4
30.5,366.52,-9.1,-18.3033,2.5
30.5625,275.89,-6.8,-18.8492,2.3
30.625,211.61,-6.3,-19.2937,2.5
30.6875,135.71,-6.8,-19.6972,2.5
30.75,46.43,-7.3,-20.1925,2.4
30.8125,0,-9,-20.709,2.4
30.875,0,-9.6,-21.1697,2.3
30.9375,0,-11.4,-21.2039,2.1
31,0,-12.3,-21.2039,2.3
31.0625,0,-14.1,-21.5315,2.2
31.125,0,-14.7,-22.1069,2.2
31.1875,0,-15.7,-22.2471,2.2
31.25,0,-16.4,-22.2919,2.2
31.3125,0,-17.3,-22.2919,2.1
31.375,38.84,-17.1,-22.2919,2.2
31.4375,302.68,-13.5,-22.6224,2
31.5,270.24,-1.3,-22.2122,2.31
31.5625,243.9,0.1,-21.4584,2.37
31.625,221.74,1,-20.6866,2.36
31.6875,124.52,1.3,-20.0426,2.43
31.75,38.7,0.8,-19.5426,2.44
31.8125,0,-0.5,-19.1226,2.46
31.875,0,-0.8,-18.7222,2.4
31.9375,0,-1.6,-18.2897,2.35
32,0,-2.9,-17.9238,2.4
32.0625,0,-3.1,-17.4981,2.31
32.125,0,-3.3,-17.1797,2.28
32.1875,0,-4.1,-16.9866,2.21
32.25,0,-4.5,-16.6752,2.16
32.3125,0,-4.9,-16.332,2.14
32.375,25.96,-4.9,-16.1399,2.15
32.4375,197.73,-3.3,-15.8793,2.23
32.5,270.24,-1.3,-15.344,2.31
32.5625,243.9,0.1,-14.5267,2.37
32.625,386.61,5.5,-14.2922,1.8
32.6875,166.52,5.4,-13.8882,1.9
32.75,25,3.6,-13.706,1.9
32.8125,0,0.2,-13.5362,1.9
32.875,0,0,-13.3627,1.8
32.9375,0,-0.1,-13.031,1.8
33,0,-0.1,-13.1949,1.7
33.0625,0,-0.2,-12.9733,1.6
33.125,0,-0.2,-12.6952,1.9
33.1875,0,-1.8,-12.4216,1.9
33.25,0,-1.3,-11.9498,1.9
33.3125,0,-1.5,-11.4625,1.9
33.375,4.02,-1.8,-10.9684,2
33.4375,33.93,-1.2,-10.5491,2.5
33.5,39.29,-0.9,-10.0776,2.7
33.5625,34.82,-0.1,-9.64965,2.6
33.625,41.07,0.2,-9.22264,2.7
33.6875,14.29,0.9,-8.6532,2.5
33.75,4.91,1.8,-8.08753,2.2
33.8125,0,3.4,-7.30917,2.2
33.875,0,4.7,-6.3046,2.1
33.9375,0,5.9,-5.3296,2
34,0,6.1,-4.61057,2.3
34.0625,0,7.2,-4.11798,2.4
34.125,0,7.9,-3.01379,2.3
34.1875,0,5.7,-2.21146,2.4
34.25,0,4.8,-1.36533,2.4
34.3125,0,2.7,-0.608774,2.4
34.375,15.63,3,0.217299,2.4
34.4375,235.71,4.1,0.350835,2.4
34.5,279.46,5.1,1.03757,2.4
34.5625,274.11,5.3,1.09085,2.5
34.625,357.14,6.1,1.17765,2.5
34.6875,174.11,7,0.949538,2.5
34.75,53.57,6.5,0.359514,2.5
34.8125,0,4.2,-0.159,2.5
34.875,0,3.9,-0.666968,2.5
34.9375,0,1.4,-1.20572,2.5
35,0,1.6,-1.62763,2.5
35.0625,0,1.5,-2.13661,2.5
35.125,0,1.7,-2.57286,2.6
35.1875,0,1.5,-3.06825,2.6
35.25,0,1.4,-3.43695,2.6
35.3125,0,0.6,-3.92563,2.6
35.375,17.86,0.8,-4.52765,2.6
35.4375,121.43,2.5,-4.97751,2.6
35.5,98.66,3.5,-5.1893,2.6
35.5625,152.68,5.3,-5.33789,2.6
35.625,77.68,5,-5.54925,2.6
35.6875,17.86,3.8,-5.65904,2.6
35.75,5.36,2.8,-5.63812,2.7
35.8125,0,1.5,-5.55477,2.6
35.875,0,1.8,-5.52096,2.6
35.9375,0,1.9,-5.03766,2.6
36,0,1.4,-5.12358,2.6
36.0625,0,0.9,-5.36734,2.5
36.125,0,0.9,-5.63256,2.6
36.1875,0,1.2,-5.33587,2.6
36.25,0,0.3,-4.79193,2.6
36.3125,0,-0.4,-4.35347,2.6
36.375,34.38,-0.6,-4.73181,2.6
36.4375,165.63,-0.3,-4.46101,2.6
36.5,298.66,0.6,-3.96803,2.6
36.5625,417.41,1.8,-3.35066,2.6
36.625,376.34,2.2,-2.89985,2.6
36.6875,184.38,0.6,-2.80612,2.6
36.75,59.82,-0.5,-3.19245,2.6
36.8125,0,-2.5,-3.82534,2.7
36.875,0,-3.2,-4.41992,2.7
36.9375,0,-4.6,-5.20569,2.7
37,0,-5.3,-6.2482,2.7
37.0625,0,-6.3,-7.40952,2.7
37.125,0,-6.8,-8.53686,2.7
37.1875,0,-7.4,-9.63344,2.2
37.25,0,-7.5,-10.3422,2.1
37.3125,0,-7,-10.6853,2.1
37.375,8.04,-6.3,-10.9635,2.1
37.4375,107.59,-5.2,-11.4751,2.2
37.5,215.63,-4.1,-11.8358,2.3
37.5625,95.09,-2.4,-11.8385,2.3
37.625,68.75,-2,-11.8437,2.2
37.6875,29.46,-1.9,-11.9905,2.3
37.75,12.95,-2.6,-12.1239,2.3
37.8125,0,-2.6,-12.2424,2.3
37.875,0,-2.6,-11.6763,2.2
37.9375,0,-1.8,-11.5169,2.3
38,0,-2.1,-12.2062,2.2
38.0625,0,-2.2,-12.6009,2
38.125,0,-1.7,-13.0206,2.2
38.1875,0,-2.4,-13.3501,2.2
38.25,0,-2.6,-13.1424,2.1
38.3125,0,-3.4,-12.7844,2.1
38.375,33.04,-3.8,-12.7844,2.1
38.4375,267.86,-3.1,-12.7121,2.2
38.5,285.27,-2.2,-12.1984,2.3
38.5625,233.93,-1.2,-11.3465,2.4
38.625,167.41,-0.8,-10.5064,2.4
38.6875,66.96,-0.6,-9.72247,2.4
38.75,16.96,-0.8,-9.32321,2.6
38.8125,0,-1.4,-9.27689,2.8
38.875,0,-1.6,-9.24459,2.8
38.9375,0,-2.5,-8.94459,2.8
39,0,-2.6,-8.83541,2.7
39.0625,0,-2.8,-9.02952,2.3
39.125,0,-3.5,-9.56917,2.2
39.1875,0,-5.7,-10.2982,2
39.25,0,-7.1,-11.0906,2
39.3125,0,-9.4,-11.7993,2
39.375,43.75,-9.8,-12.3736,1.9
39.4375,302.23,-7,-13.1169,2
39.5,401.79,-5.1,-13.3359,2
39.5625,440.18,-1.9,-13.4254,2.4
39.625,386.16,-0.8,-13.372,2.2
39.6875,208.48,0.6,-13.1606,2.3
39.75,69.2,0.3,-13.2356,2.2
39.8125,0,-1,-13.3335,2.1
39.875,0,-1.5,-13.1257,2.1
39.9375,0,-2.6,-13.1979,2.1
40,0,-3.5,-13.7117,2.1
40.0625,0,-4.6,-14.5635,2
40.125,0,-5.2,-15.4036,1.7
40.1875,0,-5.1,-16.1876,1.7
40.25,0,-6.2,-16.9273,1.6
40.3125,0,-4.8,-17.5706,1.5
40.375,38.39,-4.8,-18.2653,1.4
40.4375,148.66,-2.1,-18.3158,1.6
40.5,360.71,0,-18.2706,1.7
40.5625,250.45,1.4,-18.0229,1.9
40.625,126.34,1.6,-17.4065,2
40.6875,136.61,2.6,-16.5453,2.1
40.75,22.77,2.5,-15.6023,2.3
40.8125,0,1.1,-15.1724,2.6
40.875,0,0.6,-14.8327,2.6
40.9375,0,0.2,-14.3434,2.4
41,0,-0.2,-13.7347,2.3
41.0625,0,0.9,-13.5296,2.2
41.125,0,0.8,-13.2211,2.2
41.1875,0,1.1,-13.1253,2.1
41.25,0,1,-13.1689,1.9
41.3125,0,1.2,-13.0333,1.9
41.375,28.13,1.4,-12.6716,1.9
41.4375,189.29,2.6,-11.8215,2.1
41.5,183.93,2.9,-10.7963,2.2
41.5625,228.13,3.4,-9.60152,2.2
41.625,127.68,3.2,-8.48478,2.5
41.6875,208.04,3.6,-7.83535,2.4
41.75,73.66,3.1,-7.41934,2.4
41.8125,0,1.5,-7.26566,2.4
41.875,0,0.7,-7.21833,2.4
41.9375,0,-0.7,-7.90475,2.3
42,0,-1,-8.66374,2.3
42.0625,0,-1.2,-9.53774,2.2
