day,solar_rad,airTemp,skyTemp,groundTemp
334.625,142.86,-1.7,-15.6476,7.6
334.688,57.59,-2.2,-15.8759,7.6
334.75,0,-3.2,-16.0738,7.5
334.813,0,-4.8,-16.2636,7.5
334.875,0,-5.3,-16.2481,7.3
334.938,0,-6.2,-16.2481,6.9
335,0,-6.6,-16.2539,6.8
335.063,0,-7.5,-16.9015,6.6
335.125,0,-8.1,-17.1028,6.4
335.188,0,5.6,-17.0634,6.1
335.25,0,5.4,-16.9534,4.7
335.313,0,5.2,-16.3901,4.5
335.375,19.16,5.3,-15.9712,4.5
335.438,134,-7.8,-15.9712,4.4
335.5,182.22,-6.4,-15.7721,4.5
335.563,186.09,-4.1,-15.1294,4.6
335.625,142.86,-4,-15.4631,4.6
335.688,45.28,-3.8,-16.0524,4.4
335.75,0,-4.5,-16.6513,4.4
335.813,0,-5.2,-17.2218,4.3
335.875,0,-5.7,-17.8033,4.2
335.938,0,-6.4,-17.9554,4.1
336,0,-6.5,-18.1297,4.1
336.063,0,-6.5,-18.4284,4
336.125,0,-6.2,-18.3714,4
336.188,0,-6.6,-18.3789,3.9
336.25,0,-6.8,-18.5983,3.9
336.313,0,-6.8,-18.5835,3.8
336.375,19.16,-6.6,-18.599,3.8
336.438,134,-3.8,-18.1681,3.9
336.5,182.22,-2,-17.4004,3.9
336.563,186.09,2,-16.0435,4.3
336.625,142.86,3.5,-14.2364,4.3
336.688,45.28,4.3,-14.5303,4.6
336.75,0,3.2,-15.1102,4.9
336.813,0,2,-15.4668,5.4
336.875,0,1.3,-15.5716,5.6
336.938,0,1.5,-14.5841,5.4
337,0,2,-13.7968,5.4
337.063,0,1.2,-13.4645,5.3
337.125,0,1.2,-12.5904,5.5
337.188,0,1.3,-11.6336,5.7
337.25,0,1.3,-10.801,5.8
337.313,0,0.2,-10.602,6
337.375,19.16,0.5,-10.2191,6
337.438,134,1.9,-9.8461,6
337.5,182.22,3.3,-9.4116,6
337.563,186.09,4.7,-8.86762,6
337.625,142.86,3,-8.41113,6.42
337.688,45.28,3.4,-8.01031,6.41
337.75,0,2.7,-7.38925,6.42
337.813,0,2.1,-6.79261,6.45
337.875,0,2,-6.10053,6.44
337.938,0,1.1,-5.96811,6.36
338,0,1.1,-6.11178,6.22
338.063,0,0.4,-6.92443,6.16
338.125,0,0.2,-8.2569,6.16
338.188,0,-0.3,-8.04176,6.11
338.25,0,-0.4,-7.54604,6.07
338.313,0,-0.5,-7.38268,6.03
338.375,19.16,-0.4,-7.35823,6
338.438,134,0.8,-8.04817,6.01
338.5,182.22,1.6,-8.66392,6.05
338.563,186.09,2.6,-9.06694,6.16
338.625,142.86,3,-9.41251,6.42
338.688,45.28,3.4,-9.96845,6.41
338.75,0,2.7,-10.2361,6.42
338.813,0,2.1,-9.86055,6.45
338.875,0,2,-9.61888,6.44
338.938,0,1.1,-9.44657,6.36
339,0,1.1,-9.35638,6.22
339.063,0,0.4,-9.48365,6.16
339.125,0,0.2,-9.61449,6.16
339.188,0,-0.3,-9.41002,6.11
339.25,0,-0.4,-9.4168,6.07
339.313,0,-0.5,-9.59234,6.03
339.375,19.16,-0.4,-9.82041,6
339.438,134,0.8,-10.0861,6.01
339.5,182.22,1.6,-10.3395,6.05
339.563,186.09,2.6,-10.3119,6.16
339.625,142.86,3,-10.181,6.42
339.688,45.28,3.4,-10.3855,6.41
339.75,0,2.7,-10.3787,6.42
339.813,0,2.1,-10.2032,6.45
339.875,0,2,-9.97511,6.44
339.938,0,1.1,-9.7094,6.36
340,0,1.1,-9.45602,6.22
340.063,0,0.4,-9.48365,6.16
340.125,0,0.2,-9.61449,6.16
340.188,0,-0.3,-9.41002,6.11
340.25,0,-0.4,-9.4168,6.07
340.313,0,-0.5,-9.59234,6.03
340.375,19.16,-0.4,-9.82041,6
340.438,134,0.8,-10.0861,6.01
340.5,182.22,1.6,-10.3395,6.05
340.563,186.09,2.6,-10.3119,6.16
340.625,142.86,3,-10.181,6.42
340.688,45.28,3.4,-10.3855,6.41
340.75,0,2.7,-10.3787,6.42
340.813,0,2.1,-10.2032,6.45
340.875,0,2,-9.97511,6.44
340.938,0,1.1,-9.7094,6.36
341,0,1.1,-9.45602,6.22
341.063,0,0.4,-9.48365,6.16
341.125,0,0.2,-9.61449,6.16
341.188,0,-0.3,-9.41002,6.11
341.25,0,-0.4,-9.4168,6.07
341.313,0,-0.5,-9.59234,6.03
341.375,19.16,-0.4,-9.82041,6
341.438,134,0.8,-10.0861,6.01
341.5,182.22,1.6,-10.3395,6.05
341.563,186.09,2.6,-10.3119,6.16
341.625,142.86,4.9,-10.0921,8.3
341.688,45.28,4.2,-10.2862,8.2
341.75,0,3.4,-10.1516,8.2
341.813,0,2.5,-10.1107,8.2
341.875,0,2.1,-10.1091,8.2
341.938,0,0.9,-10.2422,8
342,0,0.2,-10.4991,7.6
342.063,0,-0.9,-10.7924,7.3
342.125,0,-1.4,-11.2756,7.1
342.188,0,-1.7,-11.4511,6.8
342.25,0,-2,-11.9597,6.6
342.313,0,-2.3,-12.5723,6.4
342.375,19.16,-2.3,-13.1981,6.3
342.438,134,-0.1,-12.6965,6.3
342.5,182.22,1.3,-11.9511,6.4
342.563,186.09,3.8,-10.8846,7.2
342.625,142.86,4.9,-9.71278,7.2
342.688,45.28,5.4,-10.1675,7.1
342.75,0,4.3,-10.7599,7.1
342.813,0,2.3,-11.0835,7.1
342.875,0,1.7,-11.3413,7
342.938,0,0,-11.5074,6.6
343,0,-0.3,-11.6646,6.5
343.063,0,-1,-11.9764,6.3
343.125,0,-1.6,-12.4619,6.3
343.188,0,-2.5,-12.7297,6.1
343.25,0,-2.4,-13.1659,6
343.313,0,-1.8,-13.3323,5.9
343.375,19.16,-1.1,-13.4245,5.9
343.438,134,1.7,-12.5709,6
343.5,182.22,3,-11.8045,6.1
343.563,186.09,5.4,-10.4796,6.5
343.625,142.86,6.8,-9.17092,6.5
343.688,45.28,6.9,-8.82402,6.5
343.75,0,5.3,-8.73194,6.5
343.813,0,4.5,-8.38482,6.5
343.875,0,3.9,-8.03839,6.5
343.938,0,3.8,-8.72182,6.5
344,0,2.7,-9.8465,6.5
344.063,0,1,-11.3156,6.5
344.125,0,0.8,-12.7824,6.5
344.188,0,0.2,-12.4436,6.4
344.25,0,0.6,-11.6069,6.4
344.313,0,1.8,-10.7698,6.3
344.375,19.16,2.2,-10.1074,6.3
344.438,134,3.1,-10.2389,6.3
344.5,182.22,4.2,-10.4523,6.3
344.563,186.09,5.8,-10.7125,6.2
344.625,142.86,6,-10.9564,6.3
344.688,45.28,9,-10.2345,6.4
344.75,0,9.5,-9.2134,6.5
344.813,0,9.5,-8.30463,7
344.875,0,9.4,-7.38936,7.1
344.938,0,4.4,-7.84266,7
345,0,3.3,-8.01419,6.9
345.063,0,2.3,-9.23311,7
345.125,0,2.1,-10.6693,7
345.188,0,0.5,-10.5523,7
345.25,0,-0.3,-10.1038,6.9
345.313,0,-1.7,-10.5338,6.9
345.375,19.16,-2,-10.9465,6.8
345.438,134,-1.6,-11.328,6.7
345.5,182.22,-1.3,-11.4838,6.7
345.563,186.09,-1.6,-11.1453,6.7
345.625,142.86,-1.8,-11.1242,6.6
345.688,45.28,-1.9,-11.6003,6.6
345.75,0,-2.1,-12.4522,6.4
345.813,0,-2.4,-12.8899,6.2
345.875,0,-2.5,-13.2298,6.1
345.938,0,-2,-12.6909,5.9
346,0,-1.8,-12.168,5.9
346.063,0,-1.9,-11.6497,5.8
346.125,0,-2.2,-11.1074,5.7
346.188,0,-2.6,-11.4484,5.6
346.25,0,-2.5,-12.2284,5.6
346.313,0,-2.7,-12.9,5.5
346.375,19.16,-2.7,-13.7607,5.5
346.438,134,-1.4,-14.3108,5.5
346.5,182.22,-0.8,-13.7194,5.6
346.563,186.09,1,-11.8993,5.8
346.625,142.86,1.8,-9.44404,5.9
346.688,45.28,1.6,-9.39789,5.9
346.75,0,0.4,-9.62919,5.9
346.813,0,-0.6,-9.4449,5.9
346.875,0,-1.2,-9.31942,5.9
346.938,0,-1.8,-9.09918,5.9
347,0,-1.5,-8.98022,5.9
347.063,0,-2.8,-9.46042,5.8
347.125,0,-3,-9.69628,5.8
347.188,0,-1.5,-9.50173,5.8
347.25,0,-1.8,-9.28819,5.7
347.313,0,-1.5,-9.44922,5.6
347.375,19.16,-1.3,-9.44668,5.6
347.438,134,0.4,-8.20574,5.6
347.5,182.22,2.3,-6.07357,5.7
347.563,186.09,3.5,-4.59332,5.6
347.625,142.86,3.7,-3.90489,5.6
347.688,45.28,3.6,-3.90667,5.6
347.75,0,2.3,-3.50617,5.7
347.813,0,2,-3.11813,5.7
347.875,0,2.2,-2.50712,5.7
347.938,0,2.2,-1.49381,5.8
348,0,2,-1.78517,5.8
348.063,0,1.2,-3.11701,5.9
348.125,0,0.9,-4.71903,5.9
348.188,0,-0.2,-4.77245,5.9
348.25,0,-0.5,-4.72523,5.9
348.313,0,-1.2,-4.60529,5.9
348.375,19.16,-1.5,-4.49774,5.9
348.438,134,-0.5,-4.71798,5.9
348.5,182.22,0.3,-4.92575,5.9
348.563,186.09,0.4,-4.92575,5.8
348.625,142.86,0.2,-4.92575,5.9
348.688,45.28,0.3,-5.00439,5.9
348.75,0,0.6,-4.50697,5.9
348.813,0,1.1,-4.1076,5.9
348.875,0,1.5,-3.6513,5.9
348.938,0,2.1,-4.42947,5.9
349,0,2.3,-6.07439,5.9
349.063,0,2.6,-7.05017,5.9
349.125,0,2.6,-7.28034,5.9
349.188,0,1.3,-6.84598,5.9
349.25,0,1.1,-6.90873,5.9
349.313,0,0.4,-7.03243,5.9
349.375,19.16,0,-7.35852,5.8
349.438,134,0.4,-8.38653,5.8
349.5,182.22,0.2,-9.3951,5.8
349.563,186.09,0.1,-10.2681,5.8
349.625,142.86,-0.1,-11.1511,5.8
349.688,45.28,0,-11.4081,5.8
349.75,0,0.1,-10.9371,5.8
349.813,0,0.8,-10.2497,5.8
349.875,0,1.1,-9.48969,5.8
349.938,0,1.7,-8.46053,5.8
350,0,2.1,-7.41469,5.8
350.063,0,2.3,-6.37149,5.8
350.125,0,2.4,-5.33509,5.9
350.188,0,2.7,-4.3934,5.9
350.25,0,2.8,-4.03605,5.9
350.313,0,3.4,-3.75926,5.9
350.375,19.16,3.9,-3.82655,5.9
350.438,134,4.3,-4.82824,6
350.5,182.22,3.9,-5.83836,6
350.563,186.09,3.2,-6.86112,6
350.625,142.86,4.1,-7.86175,6.1
350.688,45.28,4.6,-8.72629,6.1
350.75,0,3.5,-8.94833,6.2
350.813,0,1.7,-9.125,6.2
350.875,0,1.4,-9.14428,6.2
350.938,0,0,-8.70291,6.2
351,0,-0.3,-8.17369,6.2
351.063,0,0.2,-7.69708,6.2
351.125,0,-0.4,-7.43408,6.2
351.188,0,-0.6,-7.4987,6.1
351.25,0,-0.6,-7.79912,6.1
351.313,0,-1,-8.18155,6
351.375,19.16,-0.9,-8.59996,6
351.438,134,0.5,-8.41187,6
351.5,182.22,1.2,-8.77579,5.9
351.563,186.09,1.7,-9.36116,5.9
351.625,142.86,2.1,-9.33924,5.9
351.688,45.28,0.9,-10.4101,5.9
351.75,0,-0.5,-11.4659,5.9
351.813,0,-2.1,-12.4836,5.9
351.875,0,-2.4,-13.2977,5.9
351.938,0,-2.8,-13.2407,5.7
352,0,-3.1,-13.2407,5.6
352.063,0,-5.9,-12.7979,1.92
352.125,0,-6.1,-12.385,1.92
352.188,0,-6.6,-12.0607,1.85
352.25,0,-6.7,-12.2923,1.85
352.313,0,-7,-12.6656,1.77
352.375,19.16,-7.1,-13.2179,1.75
352.438,134,-5.7,-13.6593,1.93
352.5,182.22,-4.8,-14.1885,2.03
352.563,186.09,-3,-14.6651,2.5
352.625,142.86,-2.3,-14.8419,2.45
352.688,45.28,-2.8,-14.979,2.29
352.75,0,-3.6,-15.2227,2.23
352.813,0,-4.8,-15.4708,2.12
352.875,0,-5.1,-15.6679,2.07
352.938,0,-5.6,-16.544,1.92
353,0,-5.5,-16.8379,2.25
353.063,0,-5.9,-16.853,1.92
353.125,0,-6.1,-17.4983,1.92
353.188,0,-6.6,-17.0818,1.85
353.25,0,-6.7,-16.663,1.85
353.313,0,-7,-16.4102,1.77
353.375,19.16,-7.1,-16.3751,1.75
353.438,134,-5.7,-16.4321,1.93
353.5,182.22,-4.8,-16.4321,2.03
353.563,186.09,-3,-16.8748,2.5
353.625,142.86,-2.3,-17.2015,2.45
353.688,45.28,-2.8,-17.395,2.29
353.75,0,-3.6,-17.437,2.23
353.813,0,-4.8,-17.4219,2.12
353.875,0,-5.1,-17.1857,2.07
353.938,0,-5.6,-16.8444,1.92
354,0,-5.5,-16.4564,2.25
354.063,0,-5.9,-16.0137,1.92
354.125,0,-6.1,-15.687,1.92
354.188,0,-6.6,-15.4935,1.85
354.25,0,-6.7,-15.4515,1.85
354.313,0,-7,-15.4667,1.77
354.375,19.16,-7.1,-15.7029,1.75
354.438,134,-5.7,-16.0441,1.93
354.5,182.22,-4.8,-16.4321,2.03
354.563,186.09,-3,-16.8748,2.5
354.625,142.86,-2.3,-17.2015,2.45
354.688,45.28,-2.8,-17.395,2.29
354.75,0,-3.6,-17.437,2.23
354.813,0,-4.8,-17.4219,2.12
354.875,0,-5.1,-17.1857,2.07
354.938,0,-5.6,-16.8444,1.92
355,0,-5.5,-16.4564,2.25
355.063,0,-5.9,-16.0137,1.92
355.125,0,-6.1,-15.687,1.92
355.188,0,-6.6,-15.4935,1.85
355.25,0,-6.7,-15.4515,1.85
355.313,0,-7,-15.4667,1.77
355.375,19.16,-7.1,-15.7029,1.75
355.438,134,-5.7,-16.0441,1.93
355.5,182.22,-4.8,-16.4321,2.03
355.563,186.09,1.6,-16.8748,4.1
355.625,142.86,1.3,-17.2878,4.1
355.688,45.28,-0.2,-17.5731,4.2
355.75,0,-0.8,-17.3805,4.2
355.813,0,-1.3,-17.1061,4.2
355.875,0,-1.4,-16.6316,4.3
355.938,0,-2,-16.273,4.3
356,0,-2.3,-15.7352,4.3
356.063,0,-2.7,-15.2156,4.3
356.125,0,-2.8,-14.6993,4.4
356.188,0,-3.2,-14.2517,4.4
356.25,0,-3.2,-13.9891,4.4
356.313,0,-3.5,-14.1455,4.4
356.375,19.16,-3.6,-14.5098,4.4
356.438,134,-3.5,-14.851,4.4
356.5,182.22,-3.4,-15.2391,4.4
356.563,186.09,-2.3,-15.6818,4.4
356.625,142.86,-2,-15.9661,4.4
356.688,45.28,-2.4,-15.9293,4.4
356.75,0,-3.1,-15.7288,4.4
356.813,0,-4.2,-15.5978,4.4
356.875,0,-4.6,-15.2674,4.4
356.938,0,-5.4,-14.8319,3.2
357,0,-5.9,-14.406,2.6
357.063,0,-6.4,-14.0157,2.6
357.125,0,-6.6,-13.6476,2.6
357.188,0,-7.2,-13.3984,2.5
357.25,0,-6.8,-13.5787,2.5
357.313,0,-6.1,-13.7049,2.5
357.375,19.16,-6.3,-13.9808,2.5
357.438,134,-5.2,-14.3393,2.6
357.5,182.22,-4.4,-14.8772,2.7
357.563,186.09,-3.7,-15.3968,2.7
357.625,142.86,-2.1,-15.9993,2.7
357.688,45.28,-1.5,-16.3043,2.7
357.75,0,-2.4,-16.4044,2.6
357.813,0,-4.1,-16.0896,2.5
357.875,0,-4.6,-15.5551,2.5
357.938,0,-5.5,-15.06,2.4
358,0,-5.6,-14.4564,2.4
358.063,0,-6.2,-13.9037,2.4
358.125,0,-6.8,-13.582,2.3
358.188,0,-8.5,-13.7672,2.2
358.25,0,-9.3,-14.1742,2.2
358.313,0,-10.4,-14.4839,2.1
358.375,19.16,-11,-14.9555,2.1
358.438,134,-9.3,-15.391,2.1
358.5,182.22,-8.1,-15.8169,2.1
358.563,186.09,-6.6,-16.2072,2.2
358.625,142.86,-6.2,-16.5753,2.2
358.688,45.28,-7,-16.9138,2
358.75,0,-7.7,-17.0594,2
358.813,0,-9,-17.2945,1.9
358.875,0,-9.7,-17.4351,1.8
358.938,0,-11.4,-17.2998,1.7
359,0,-12.2,-17.2013,1.7
359.063,0,-13.4,-17.1581,1.6
359.125,0,-14.3,-17.1272,1.5
359.188,0,-15.2,-17.4929,1.4
359.25,0,-15.4,-18.0513,1.3
359.313,0,-15.5,-18.5511,1.1
359.375,19.16,-15.6,-19.0987,1.1
359.438,134,-13.7,-19.5939,1
359.5,182.22,-12.3,-20.1975,1
359.563,186.09,-9.7,-20.7502,1.2
359.625,142.86,-8.7,-21.2005,1.3
359.688,45.28,-7.8,-21.4686,1.2
359.75,0,-8.3,-21.4364,1.1
359.813,0,-9.6,-21.3585,0.9
359.875,0,-9.5,-21.0681,0.8
359.938,0,-9.6,-20.7288,0.8
360,0,-9.2,-20.3192,0.8
360.063,0,-9.2,-19.8709,0.8
360.125,0,-8.8,-19.5225,0.8
360.188,0,-7.7,-19.1411,0.7
360.25,0,-7.6,-19.0309,0.7
360.313,0,-6.8,-18.8139,0.7
360.375,19.16,-6.7,-18.7863,0.7
360.438,134,-5.1,-18.9216,0.7
360.5,182.22,-4.1,-19.0201,0.8
360.563,186.09,-2.7,-19.0633,1.1
360.625,142.86,-2.7,-19.0942,1.1
360.688,45.28,-2.8,-18.8181,1.2
360.75,0,-3.3,-18.2752,1.1
360.813,0,-4,-17.7458,1
360.875,0,-4.1,-17.2388,0.9
360.938,0,-3.9,-16.6109,1
361,0,-4,-16.0742,0.9
361.063,0,-5.1,-15.574,0.8
361.125,0,-5.5,-15.0409,0.8
361.188,0,-5.7,-14.454,0.8
361.25,0,-6,-14.0821,0.8
361.313,0,-6.9,-13.9334,0.7
361.375,19.16,-7.3,-14.1232,0.6
361.438,134,-5.7,-14.4625,1.93
361.5,182.22,-4.8,-14.8721,2.03
361.563,186.09,-3,-15.3205,2.5
361.625,142.86,-2.3,-15.5826,2.45
361.688,45.28,-5.5,-15.9325,0.8
361.75,0,-6.2,-15.961,0.7
361.813,0,-7.2,-16.0962,0.6
361.875,0,-7.8,-16.0364,0.5
361.938,0,-8.7,-15.8047,0.4
362,0,-9.3,-15.6283,0.3
362.063,0,-10.2,-15.4798,0.2
362.125,0,-10.6,-15.3499,0.1
362.188,0,-11.3,-15.5285,0
362.25,0,-11.8,-16.0115,0
362.313,0,-12.5,-16.5481,-0.1
362.375,19.16,-12.9,-17.055,-0.1
362.438,134,-11.1,-17.683,-0.1
362.5,182.22,-10,-18.2197,0.2
362.563,186.09,-8.7,-18.7199,0.4
362.625,142.86,-8.4,-19.253,0.5
362.688,45.28,-8.4,-19.8399,0.4
362.75,0,-8.8,-20.1139,0.3
362.813,0,-9.4,-20.1464,0.2
362.875,0,-8.9,-19.7856,0.2
362.938,0,-8.5,-19.3715,0.2
363,0,-8.4,-19.045,0.1
363.063,0,-8,-18.5832,0.1
363.125,0,-8.1,-18.1864,0.2
363.188,0,-8.5,-17.8198,0.1
363.25,0,-8.5,-17.805,0.2
363.313,0,-8.6,-17.8418,0
363.375,19.16,-8.2,-18.0573,0
363.438,134,-5.7,-18.1226,0.4
363.5,182.22,-5,-18.2989,0.7
363.563,186.09,-3.9,-18.4052,1
363.625,142.86,-3.5,-18.3011,1
363.688,45.28,-3.7,-18.2214,0.8
363.75,0,-4.5,-17.8957,0.6
363.813,0,-6.2,-17.642,0.3
363.875,0,-6.5,-17.3224,0.1
363.938,0,-5.2,-16.6166,0.2
364,0,-4.4,-15.8416,0.4
364.063,0,-2.5,-14.8962,0.7
364.125,0,-1.8,-13.956,0.8
364.188,0,-1.1,-12.9871,1
364.25,0,-0.8,-12.3675,1
364.313,0,-0.8,-11.7701,1.1
364.375,19.16,-0.9,-11.4747,1.1
364.438,134,0.1,-11.0171,1.2
364.5,182.22,1,-11.0002,1.3
364.563,186.09,4.5,-11.1383,2
364.625,142.86,4.9,-11.4644,2.3
364.688,45.28,5.1,-10.9892,2.5
364.75,0,3.6,-10.7772,2.6
364.813,0,2.2,-10.4973,2.6
364.875,0,1.6,-9.96311,2.6
364.938,0,-0.3,-9.88878,2.4
365,0,-1.1,-9.6336,1.7
365.063,0,-1.7,-9.34258,1.4
365.125,0,-1.9,-9.23981,1.4
365.188,0,-3.2,-9.03635,1.2
365.25,0,-3.6,-9.1267,1.1
365.313,0,-4.5,-9.26567,1
365.375,19.16,-5,-9.5714,0.8
365.438,134,-4.2,-10.0517,1
365.5,182.22,-2.9,-10.5682,1.2
365.563,186.09,-3,-11.5136,2.5
365.625,142.86,-0.5,-11.1903,1.5
365.688,45.28,-0.2,-11.89,1.4
365.75,0,-1,-12.8497,1.3
365.813,0,-2.5,-13.8084,0.9
365.875,0,-2.8,-14.4369,0.8
365.938,0,-3.7,-15.2837,0.7
